warning_id,top_section_id,top_section_title,topic_section_id,topic_section,type,warning_text
ecls_bio_becls_a2_a108491061.SL50747.19558,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106743300.SL50734.19483,Exchanging wheels and tires,Warning,"Damaged tires can lose tire inflation pressure, which can lead to loss of vehicle control. There is a risk of accident. Do not repair damaged tires, but have them replaced."
ecls_bio_becls_a2_a109059389.SL50747.19566,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106743300.SL50734.19483,Exchanging wheels and tires,Warning,A wheel change between the axles on vehicles with different tire sizes or rim sizes on the front and rear axles can cause damage to the tires and the vehicle. There is a risk of accident. Do not rotate the tires between the axles on vehicles with different tire sizes or rim sizes on the front and rear axles.
ecls_bio_becls_a2_a108712069.SL39724339.19599,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109059269.SL50730.19579,Runflat tires,Warning,"The vehicle handles differently when a runflat tire has insufficient or no tire pressure; for instance, reduced directional stability when braking, braking distances are longer and the self-steering properties will change. There is a risk of accident. Drive moderately and do not exceed a speed of"
ecls_bio_becls_a2_a109076445.SL39724340.19604,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109059269.SL50730.19579,Runflat tires,Warning,Heavy trailers can start swinging when continuing to drive with a flat tire. There may be a risk of accident or risk of damage to property. Do not exceed a speed of
ecls_bio_becls_a2_a108571158.SL50733.19613,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109059269.SL50730.19579,Runflat tires,Warning,"Damaged tires can lose tire inflation pressure, which can lead to loss of vehicle control. There is a risk of accident. Do not repair damaged tires, but have them replaced."
ecls_bio_becls_a2_a108691310.SL44710383.19689,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a107847476.SL1748995.19682,Filling the tire with sealing compound,Danger,"If the exhaust pipe is blocked or ventilation is insufficient, harmful exhaust gases can penetrate the vehicle. The exhaust gases contain pollutants which are colorless and odorless. In enclosed areas, exhaust gases can also accumulate outside of the vehicle. There is a danger to life. Keep the exhaust pipe free and ensure sufficient ventilation."
ecls_bio_becls_a2_a108716276.SL44710384.19694,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a107847476.SL1748995.19682,Filling the tire with sealing compound,Notice,"The compressor can overheat during extended operation. There is a risk of damage to property, among other potential damage. Do not run the compressor for more than 10 minutes."
ecls_bio_becls_a2_a108713748.SL44710383.19780,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a107379714.SL1748995.19773,Filling the tire with sealing compound,Danger,"If the exhaust pipe is blocked or ventilation is insufficient, harmful exhaust gases can penetrate the vehicle. The exhaust gases contain pollutants which are colorless and odorless. In enclosed areas, exhaust gases can also accumulate outside of the vehicle. There is a danger to life. Keep the exhaust pipe free and ensure sufficient ventilation."
ecls_bio_becls_a2_a108717130.SL44710384.19785,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a107379714.SL1748995.19773,Filling the tire with sealing compound,Notice,"The compressor can overheat during extended operation. There is a risk of damage to property, among other potential damage. Do not run the compressor for more than 10 minutes."
ecls_bio_becls_a2_a108702571.SL55981081.19835,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106812839.SL50721.19825,Tire chains,Warning,Mounting tire chains on unsuitable tires can cause the tire chains to come into contact with vehicle parts. There may be a risk of accident or risk of damage to property. Only mount tire chains on tires that are designated by their manufacturer as suitable for the use of tire chains.
ecls_bio_becls_a2_a108716324.SL55981082.19840,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106812839.SL50721.19825,Tire chains,Warning,Insufficiently tight tire chains may damage tires and vehicle components. There may be a risk of accident or risk of damage to property. Make sure that the tire chains are always sufficiently tight. Re-tighten as needed according to the tire chain manufacturer's instructions.
ecls_bio_becls_a2_a108640346.SL29001779.19862,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109076346.SL50725.19853,Rear axle steering during operation with snow chains,Warning,"When rear axle steering is switched on and tire chains are mounted, there can be contact between tire chains and the body. There may be a risk of accident or risk of damage to property. With mounted tire chains, switch off the rear axle steering."
ecls_bio_becls_a2_a108640359.SL35842684.19876,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106812839.SL50721.19825,Tire chains,Warning,Mounting tire chains on unsuitable tires can cause the tire chains to come into contact with vehicle parts. There may be a risk of accident or risk of damage to property. Do not mount tire chains.
ecls_bio_becls_a2_a108640417.SL44783334.19901,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a108416918.SL52669.19880,Tire pressure monitor,Warning,"The display of the target pressures is not a substitute for the tire inflation pressure details on the vehicle. Incorrect entries in the tire settings can lead to incorrect target tire inflation pressure values. In this case, it cannot be guaranteed that the notification of a tire pressure loss will be reliable. There is a risk of injury and risk of damage to property. Ensure that the tire sizes of the mounted tires are displayed correctly and match the details on the tires and on the vehicle. Incorrect entries in the tire settings can lead to incorrect target tire inflation pressure values. In this case, it cannot be guaranteed that the notification of a tire pressure loss will be reliable. There is a risk of injury and risk of damage to property. Ensure that the tire sizes of the mounted tires are displayed correctly and match the details on the tires and on the vehicle."
ecls_bio_becls_a2_a109076491.SL52663.19967,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106604430.SL29003199.19956,Messages: for tires without special approval,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. Runflat tires can maintain limited stability. There is a risk of accident. Do not continue driving if the vehicle is equipped with normal tires. Follow the information on runflat tires and continued driving with these tires."
ecls_bio_becls_a2_a109076493.SL56011878.19972,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106604430.SL29003199.19956,Messages: for tires without special approval,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. There is a risk of accident. Do not continue driving. Repair the flat tire or replace the wheel."
ecls_bio_becls_a2_a109076491.SL52663.20024,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106604344.SL29003199.20013,Messages: for tires with special approval,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. Runflat tires can maintain limited stability. There is a risk of accident. Do not continue driving if the vehicle is equipped with normal tires. Follow the information on runflat tires and continued driving with these tires."
ecls_bio_becls_a2_a109076493.SL56011878.20029,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106604344.SL29003199.20013,Messages: for tires with special approval,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. There is a risk of accident. Do not continue driving. Repair the flat tire or replace the wheel."
ecls_bio_becls_a2_a108712069.SL39724339.20079,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109076536.SL2100557.20072,Runflat tires,Warning,"The vehicle handles differently when a runflat tire has insufficient or no tire pressure; for instance, reduced directional stability when braking, braking distances are longer and the self-steering properties will change. There is a risk of accident. Drive moderately and do not exceed a speed of"
ecls_bio_becls_a2_a109076445.SL39724340.20084,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109076536.SL2100557.20072,Runflat tires,Warning,Heavy trailers can start swinging when continuing to drive with a flat tire. There may be a risk of accident or risk of damage to property. Do not exceed a speed of
ecls_bio_becls_a2_a109076592.SL52663.20169,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a108689826.SL52662.20157,Messages,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. Runflat tires can maintain limited stability. There is a risk of accident. Do not continue driving if the vehicle is equipped with normal tires. Follow the information on runflat tires and continued driving with these tires."
ecls_bio_becls_a2_a109076594.SL56011896.20174,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a108689826.SL52662.20157,Messages,Warning,"A damaged regular tire with low or no tire inflation pressure impacts handling, such as steering and braking response. There is a risk of accident. Do not continue driving. Repair the flat tire or replace the wheel."
ecls_bio_becls_a2_a108712069.SL39724339.20200,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109076662.SL2100557.20193,Runflat tires,Warning,"The vehicle handles differently when a runflat tire has insufficient or no tire pressure; for instance, reduced directional stability when braking, braking distances are longer and the self-steering properties will change. There is a risk of accident. Drive moderately and do not exceed a speed of"
ecls_bio_becls_a2_a109076445.SL39724340.20205,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109076662.SL2100557.20193,Runflat tires,Warning,Heavy trailers can start swinging when continuing to drive with a flat tire. There may be a risk of accident or risk of damage to property. Do not exceed a speed of
ecls_bio_becls_a2_a108447861.SL44562362.20241,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"The jack is only provided for short-term lifting of the vehicle for wheel changes. Even if all safety precautions are observed, there is a risk of the raised vehicle falling if the jack tips over. There is a risk of injury or danger to life. When the vehicle is raised with the jack, do not lie under the vehicle and do not switch on the drive-ready state."
ecls_bio_becls_a2_a108447866.SL55981838.20246,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,Supports such as wooden blocks under the jack reduce the load-carrying capacity of the jack to bear weight. The load-carrying capacity of the wooden blocks may be exceeded and the vehicle may tip over. There is a risk of injury or danger to life. Do not place supports under the jack.
ecls_bio_becls_a2_a108455880.SL48955151.20251,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"The jack, issued by the vehicle manufacturer, is provided in order to perform a wheel change in the event of a breakdown. The jack is not designed for frequent use; for example, changing from summer to winter tires. Using the jack frequently may cause it to become jammed or damaged. There is a risk of injury and risk of damage to property. Only use the jack to change an emergency or spare wheel in the event of a breakdown."
ecls_bio_becls_a2_a108717930.SL44562361.20256,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"On soft, uneven or slippery ground, for example snow, ice, tiles, etc., the jack can slip away. There is a risk of injury. If possible, change the wheel on a flat, solid, and slip-resistant surface."
ecls_bio_becls_a2_a108718893.SL44562363.20261,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,The jack is optimized for lifting the vehicle and for the jacking points on the vehicle only. There is a risk of injury. Do not lift any other vehicle or cargo using the jack.
ecls_bio_becls_a2_a108719150.SL44562364.20266,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"When the jack is not inserted into the jacking point provided for this purpose, the vehicle may be damaged or the jack may slip when it is being cranked up. There is a risk of injury or risk of damage to property. When cranking up the jack, ensure that it is inserted in the jacking point next to the wheel well."
ecls_bio_becls_a2_a108718064.SL44562365.20271,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"A vehicle that is raised on a jack may fall off of the jack if lateral forces are exerted on it. There is a risk of injury and risk of damage to property. While the vehicle is raised, do not exert lateral effort on the vehicle or pull abruptly on the vehicle. Have a stuck wheel removed by an authorized service center or another qualified service center or repair shop."
ecls_bio_becls_a2_a108718070.SL39689743.20276,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"Incorrect handling of the jack can damage the vehicle's underbody and expose high-voltage components. There is a risk of injury or risk of damage to property. When cranking up the jack, ensure that it is inserted in the jacking point next to the wheel well. Make sure not to damage any of the underbody parts."
ecls_bio_becls_a2_a109076732.SL39689570.20281,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,,"Jack: the Australian/New Zealand standard AS/NZS 2693 2007 – ""Jack"" includes the following warning, which BMW herewith adopts: ""No one may place any part of his or her body beneath a vehicle that is only supported by a jack."" The jack provided with your vehicle should only be used for the purpose of a tire change and should never be used in combination with a separate support base. The lifting of a vehicle for the purpose of an inspection should only be performed by trained personnel in a monitored workshop environment by means of lifting equipment. The following warnings from the AS/NZS 2693:2007 standard are repeated here: the jack is, if at all possible, to be used on level and solid ground. It is recommended that the vehicle wheels are secured with wheel chocks and that nobody is inside the vehicle while it is being lifted with the jack. The jack in your BMW is maintenance-free. Please heed the information stated on the jack."
ecls_bio_becls_a2_a109850289.SL44562365.20286,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Notice,"Using an impact wrench to loosen or tighten the wheel lock bolt can damage it. There is a risk of damage to property, among other potential damage. Only use a lug wrench to loosen and tighten the wheel lock bolt."
ecls_bio_becls_a2_a108515672.SL40443486.20332,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,Hands and fingers can be jammed when using the jack. There is a risk of injury. Comply with the described hand position and do not change this position while using the jack.
ecls_bio_becls_a2_a109059511.SL39689570.20345,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a106738759.SL50585.20226,Changing wheels / Changing wheels/tires,Warning,"Unsuitable wheel studs, such as single-section wheel studs, may loosen or come off. The wheel may come loose during driving. There is a risk of accident. Use only two-section wheel studs that have been categorized as suitable for the respective wheel type by the manufacturer of the vehicle."
ecls_bio_becls_a2_a108602796.SL14181204.20367,ecls_bio_becls_a2_a107380041.SL63315257.19303,Wheels and tires,ecls_bio_becls_a2_a109747884.SL13532436.20352,Emergency wheel,Warning,"The emergency wheel has particular dimensions. When driving with an emergency wheel, changed driving properties may occur, for instance reduced directional stability when braking, longer braking distance, and changed self-steering properties in the limit range. There is a risk of accident. Drive moderately and do not exceed a speed of"
ecls_bio_becls_a2_a108647244.SL16051411.6162,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109830824.SL95313913.6153,Functions while driving,Warning,"When driving in electric mode, pedestrians and other road users might pay less attention to the vehicle due to the lack of engine noise. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108599757.SL99185891.6278,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106758435.SL99185718.6266,Drive-ready state in detail,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108599760.SL99289637.6283,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106758435.SL99185718.6266,Drive-ready state in detail,Warning,A mix up of the pedals can lead to an unexpected response of the vehicle. There is a risk of accident. Check the position of the pedals thoroughly in the vehicle to make sure that the pedals are not mixed up.
ecls_bio_becls_a2_a108648689.SL99289638.6288,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106758435.SL99185718.6266,Drive-ready state in detail,Warning,"When sleeping in the vehicle, a pedal in the footwell may be stepped on accidentally or the selector lever may be moved. There is a risk of fire and a risk of an accident. Do not sleep in the vehicle."
ecls_bio_becls_a2_a108716556.SL99185929.6385,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106606217.SL99185923.6375,Rolling or pushing the vehicle,Notice,"Selector lever position P is automatically engaged when standby state is switched off. The wheels are blocked. There is a risk of damage to property. Do not switch off standby if the vehicle is meant to coast, e.g., in a car wash."
ecls_bio_becls_a2_a108649834.SL99186238.6420,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a107847752.SL99186058.6404,Driving in detail: eDRIVE,Danger,The braking effect of the electric motor can be stronger than for a vehicle with combustion engine. Abrupt braking and slow-down may confuse other road users. There is a risk of accident. Carefully release the accelerator pedal. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate.
ecls_bio_becls_a2_a108714358.SL99186239.6425,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a107847752.SL99186058.6404,Driving in detail: eDRIVE,Warning,"When driving in electric mode, pedestrians and other road users might pay less attention to the vehicle due to the lack of engine noise. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108717148.SL99186240.6430,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a107847752.SL99186058.6404,Driving in detail: eDRIVE,Warning,"Without energy recovery, the braking effect of the electric motor is unavailable. The vehicle could roll further than anticipated. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108591871.SL99325120.6454,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106606296.SL99186246.6444,Deceleration and recuperative braking,Warning,"Without energy recovery, the braking effect of the electric motor is unavailable. The vehicle could roll further than anticipated. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108515689.SL22572397.6507,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109903514.SL52916.6486,Steptronic transmission,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away, e.g. by applying the parking brake."
ecls_bio_becls_a2_a108716564.SL51655866.6561,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106604105.SL51481928.6551,Rolling or pushing the vehicle,Notice,"Selector lever position P is automatically engaged when standby state is switched off. The wheels are blocked. There is a risk of damage to property. Do not switch off standby if the vehicle is meant to coast, e.g., in a car wash."
ecls_bio_becls_a2_a109023209.SL22572397.6701,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109023206.SL6164330.6678,M Steptronic Sport transmission,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away, e.g. by applying the parking brake."
ecls_bio_becls_a2_a109023228.SL55988319.6766,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109023225.SL51481928.6756,Rolling or pushing the vehicle,Notice,"Selector lever position P is automatically engaged when standby state is switched off. The wheels are blocked. There is a risk of damage to property. Do not switch off standby if the vehicle is meant to coast, e.g., in a car wash."
ecls_bio_becls_a2_a108515682.SL3655452.7118,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106766471.SL52960.7106,Parking brake,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108572863.SL22569135.7123,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106766471.SL52960.7106,Parking brake,Warning,"Unattended children or animals in the vehicle can cause the vehicle to move and endanger themselves and traffic, for instance due to the following actions: Pressing the Start/Stop button. Releasing the parking brake. Opening and closing the doors or windows. Engaging selector lever position N. Using vehicle equipment. There is a risk of accidents or injuries. Do not leave children or animals unattended in the vehicle. Take the vehicle key with you when exiting and lock the vehicle."
ecls_bio_becls_a2_a108515687.SL22574619.7193,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109151520.SL107099432.7179,Automatic Hold,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108572866.SL28996193.7198,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109151520.SL107099432.7179,Automatic Hold,Warning,"Unattended children or animals in the vehicle can cause the vehicle to move and endanger themselves and traffic, for instance due to the following actions: Pressing the Start/Stop button. Releasing the parking brake. Opening and closing the doors or windows. Engaging selector lever position N. Using vehicle equipment. There is a risk of accidents or injuries. Do not leave children or animals unattended in the vehicle. Take the vehicle key with you when exiting and lock the vehicle."
ecls_bio_becls_a2_a108718757.SL28996180.7203,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a109151520.SL107099432.7179,Automatic Hold,Notice,"If the vehicle is stationary, Automatic Hold engages the parking brake and prevents the vehicle from rolling in a car wash. There is a risk of damage to property, among other potential damage. Deactivate Automatic Hold prior to entering the car wash."
ecls_bio_becls_a2_a108592536.SL45054805.7272,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a108592972.SL52940.7263,Window wiper system,Warning,"If the wipers start moving in the folded away state, body parts can be jammed or damage may occur to parts of the vehicle. There is a risk of injury or risk of damage to property. Make sure that the vehicle is switched off when the wipers are in the folded-away state and the wipers are folded in when switching on."
ecls_bio_becls_a2_a108592728.SL22550734.7277,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a108592972.SL52940.7263,Window wiper system,Notice,"The wiper blades can wear out or become damaged prematurely when wiping on a dry window for a longer period of time. The wiper motor can overheat. There is a risk of damage to property, among other potential damage. Do not use the wipers when the window is dry."
ecls_bio_becls_a2_a108592539.SL22550734.7282,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a108592972.SL52940.7263,Window wiper system,Notice,"If the wipers are frozen to the windshield, the wiper blades can be torn off and the wiper motor can overheat when switching on. There is a risk of damage to property, among other potential damage. Defrost the windshield prior to switching the wipers on."
ecls_bio_becls_a2_a108646898.SL39693957.7310,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106603439.SL52946.7295,Rain sensor,Notice,"If the rain sensor is activated, the wipers can accidentally start moving in car washes. There is a risk of damage to property, among other potential damage. Deactivate the rain sensor in car washes."
ecls_bio_becls_a2_a108712119.SL39694828.7332,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a108715655.SL52950.7325,Windshield washer system,Warning,"The washer fluid can freeze onto the window at low temperatures and obstruct the view. There is a risk of accident. Only use the washer systems if the washer fluid cannot freeze. Use washer fluid with antifreeze, if needed."
ecls_bio_becls_a2_a108716501.SL39694829.7337,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a108715655.SL52950.7325,Windshield washer system,Notice,"When the washer fluid reservoir is empty, the washer pump cannot work as intended. There is a risk of damage to property, among other potential damage. Do not use the washer system when the washer fluid reservoir is empty."
ecls_bio_becls_a2_a108712944.SL52954.7374,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106603270.SL52953.7362,Fold-out position of the wipers,Warning,"If the wipers start moving in the folded away state, body parts can be jammed or damage may occur to parts of the vehicle. There is a risk of injury or risk of damage to property. Make sure that the vehicle is switched off when the wipers are in the folded-away state and the wipers are folded in when switching on."
ecls_bio_becls_a2_a108717589.SL45048834.7379,ecls_bio_becls_a2_a109903524.SL63315229.5804,Driving,ecls_bio_becls_a2_a106603270.SL52953.7362,Fold-out position of the wipers,Notice,"If the wipers are frozen to the windshield, the wiper blades can be torn off and the wiper motor can overheat when switching on. There is a risk of damage to property, among other potential damage. Defrost the windshield prior to switching the wipers on."
ecls_bio_becls_a2_a108597548.SL32776728.18511,ecls_bio_becls_a2_a108651592.SL63315253.18488,Services,ecls_bio_becls_a2_a108664141.SL48929565.18497,Overview,Warning,"Operating the integrated information systems and communication devices while driving can distract from surrounding traffic. It is possible to lose control of the vehicle. There is a risk of accident. Only use the systems or devices when the traffic situation allows. As warranted, stop and use the systems and devices while the vehicle is stationary."
ecls_bio_becls_a2_a108703685.SL52006.15003,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a106751668.SL52005.14994,Loading,Warning,"High gross vehicle weight can overheat the tires, damage them internally and cause a sudden tire pressure loss. Driving characteristics may be negatively impacted, reducing directional stability, lengthening the braking distances and changing the steering response. There is a risk of accident. Pay attention to the permitted load-carrying capacity of the tires and never exceed the permitted gross vehicle weight."
ecls_bio_becls_a2_a108717720.SL17609842.15008,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a106751668.SL52005.14994,Loading,Warning,"If the approved gross vehicle weight and the approved axle weight is exceeded, the operational reliability of the vehicle is no longer guaranteed. There is a risk of accident. Do not exceed the approved gross vehicle weight and the approved axle weight."
ecls_bio_becls_a2_a108718562.SL17609881.15013,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a106751668.SL52005.14994,Loading,Warning,"Devices connected to the vehicle via a cable, such as mobile phones or loose objects, can be thrown through the vehicle interior while driving, such as in the event of an accident, braking or evasive maneuver. There is a risk of injury. Secure loose objects or devices that are connected to the vehicle via a cable."
ecls_bio_becls_a2_a108717978.SL39107897.15018,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a106751668.SL52005.14994,Loading,Warning,"Improperly stowed objects can slip and be thrown into the car's interior, for instance in the event of an accident, braking or an evasive maneuver. Vehicle occupants can be hit and injured. There is a risk of injury. Stow and secure objects and cargo properly."
ecls_bio_becls_a2_a108718054.SL1226978.15023,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a106751668.SL52005.14994,Loading,Notice,"Fluids in the cargo area can cause damage. There is a risk of damage to property, among other potential damage. Make sure that no fluids leak in the cargo area."
ecls_bio_becls_a2_a108595520.SL25669035.15066,ecls_bio_becls_a2_a109730120.SL63315239.14986,Cargo area,ecls_bio_becls_a2_a109690674.SL2552831.15054,Multifunction hook,Warning,"Improper use of the multifunction hooks can lead to a risk of objects flying about, e.g., during braking and evasive maneuvers. There is a risk of injury and risk of damage to property. Only hang lightweight objects from the multifunction hooks. Only transport heavy luggage in the cargo area if it has been appropriately secured."
